,building_id,site_id,site_id_kaggle,primaryspaceusage,sub_primaryspaceusage,sqm,sqft,lat,lng,timezone,electricity,hotwater,chilledwater,steam,water,irrigation,solar,gas,industry,subindustry,heatingtype,yearbuilt,date_opened,numberoffloors,occupants,energystarscore,eui,site_eui,source_eui,leed_level,rating
169,518,Trapano,143.0,Public services,Library,10984.0,118231.0,51.51878965384613,-0.1345562307692307,Europe/London,Yes,Yes,,,,,,,Education,College/University,Heat network,,,6.0,,,,,,,C
170,516,Trapano,143.0,Public services,Library,5261.0,56629.0,51.51878965384613,-0.1345562307692307,Europe/London,Yes,Yes,,,,,,,Education,College/University,Heat network,1900.0,,6.0,,,,,,,E
171,504,Trapano,143.0,Office,Office,4647.0,50020.0,51.51878965384613,-0.1345562307692307,Europe/London,Yes,,,,,,,,Education,College/University,Heat network,,,11.0,,,,,,,
172,492,Trapano,143.0,Office,Office,4161.0,44789.0,51.51878965384613,-0.1345562307692307,Europe/London,Yes,,,,,,,,Education,College/University,Heat network,1919.0,,5.0,,,,,,,
173,485,Trapano,143.0,Office,Office,4213.0,45348.0,51.51878965384613,-0.1345562307692307,Europe/London,Yes,,,,,,,,Education,College/University,Heat network,,,4.0,,,,,,,C
174,507,Trapano,143.0,Office,Office,3724.0,40085.0,51.51878965384613,-0.1345562307692307,Europe/London,Yes,,,,,,,,Education,College/University,Steam,,,4.0,,,,,,,C
175,494,Trapano,143.0,Office,Office,5358.0,57673.0,51.51878965384613,-0.1345562307692307,Europe/London,Yes,Yes,,,,,,,Education,College/University,Heat network,,,5.0,,,,,,,C
176,475,Trapano,143.0,Office,Office,1321.0,14219.0,51.51878965384613,-0.1345562307692307,Europe/London,Yes,Yes,,,,,,,Education,College/University,Heat network,,,4.0,,,,,,,
177,502,Trapano,143.0,Office,Office,2937.0,31614.0,51.51878965384613,-0.1345562307692307,Europe/London,Yes,,,,,,,,Education,College/University,Gas,1956.0,,8.0,,,,,,,D
178,486,Trapano,143.0,Office,Office,7669.0,82548.0,51.51878965384613,-0.1345562307692307,Europe/London,Yes,,,,,,,,Education,College/University,Heat network but not ours,1977.0,,7.0,,,,,,,F
179,509,Trapano,143.0,Office,Office,16221.0,174601.0,51.51878965384613,-0.1345562307692307,Europe/London,Yes,Yes,,,,,,,Education,College/University,Heat network,1960.0,,12.0,,,,,,,F
180,511,Trapano,143.0,Office,Office,7607.0,81881.0,51.51878965384613,-0.1345562307692307,Europe/London,Yes,Yes,,,,,,,Education,College/University,Heat network,1960.0,,8.0,,,,,,,F
181,476,Trapano,143.0,Office,Office,6099.7,65657.0,51.51878965384613,-0.1345562307692307,Europe/London,Yes,,,,,,,,Education,College/University,Gas,1955.0,,8.0,,,,,,,E
182,503,Trapano,143.0,Office,Office,2833.1,30495.0,51.51878965384613,-0.1345562307692307,Europe/London,Yes,,,,,,,,Education,College/University,Gas,1997.0,,8.0,,,,,,,D
183,506,Trapano,143.0,Office,Office,957.0,10301.0,51.51878965384613,-0.1345562307692307,Europe/London,Yes,,,,,,,,Education,College/University,Gas,1970.0,,2.0,,,,,,,E
184,487,Trapano,143.0,Office,Office,4434.0,47727.0,51.51878965384613,-0.1345562307692307,Europe/London,Yes,,,,,,,,Education,College/University,Gas,1928.0,,6.0,,,,,,,
185,474,Trapano,143.0,Office,Office,1495.0,16092.0,51.51878965384613,-0.1345562307692307,Europe/London,Yes,,,,,,,,Education,College/University,Gas,1965.0,,3.0,,,,,,,
186,495,Trapano,143.0,Office,Office,3201.0,34455.0,51.51878965384613,-0.1345562307692307,Europe/London,Yes,,,,,,,,Education,College/University,Heat network,1907.0,,8.0,,,,,,,
187,498,Trapano,143.0,Office,Office,4802.0,51688.0,51.51878965384613,-0.1345562307692307,Europe/London,Yes,,,,,,,,Education,College/University,Electricity,1930.0,,8.0,,,,,,,F
722,369,Gunnar,52.0,Other,Animal Kennels,522.0,5619.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,,Government,Animal Control,Gas,1976.0,,1.0,,,,,,,
723,359,Gunnar,52.0,Other,Campsites,536.0,5769.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Public Assembly,Gas,1976.0,,1.0,0.0,,,,,,
724,122,Gunnar,52.0,Education,College Classroom,10133.0,109071.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,College/University,Gas,1966.0,,3.0,,,,,,,D
725,12,Gunnar,52.0,Entertainment/public assembly,Community Center,2887.0,31075.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Public Assembly,Gas,1976.0,,2.0,,,,,,,B
726,72,Gunnar,52.0,Entertainment/public assembly,Community Center,642.0,6910.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,,Government,Public Assembly,Gas,1966.0,,2.0,,,,,,,
727,38,Gunnar,52.0,Entertainment/public assembly,Community Center,1037.0,11162.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Public Assembly,Gas,1919.0,,2.0,,,,,,,C
728,28,Gunnar,52.0,Entertainment/public assembly,Community Center,3854.0,41484.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Public Assembly,Gas,1976.0,,2.0,,,,,,,C
729,6,Gunnar,52.0,Entertainment/public assembly,Community Center,1422.0,15306.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Public Assembly,Gas,1976.0,,2.0,0.0,,,,,,D
730,62,Gunnar,52.0,Entertainment/public assembly,Community Center,506.0,5447.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Public Assembly,Gas,1976.0,,1.0,,,,,,,G
731,24,Gunnar,52.0,Entertainment/public assembly,Community Center,2588.0,27857.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Public Assembly,Gas,1976.0,,2.0,,,,,,,E
732,37,Gunnar,52.0,Entertainment/public assembly,Community Center,690.0,7427.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Public Assembly,Gas,1976.0,,2.0,30.0,,,,,,D
733,36,Gunnar,52.0,Entertainment/public assembly,Community Center,1187.0,12777.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Public Assembly,Gas,1976.0,,2.0,,,,,,,C
734,16,Gunnar,52.0,Entertainment/public assembly,Community Center,5313.0,57189.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Public Assembly,Gas,1976.0,,2.0,,,,,,,C
735,40,Gunnar,52.0,Entertainment/public assembly,Community Center,683.0,7352.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Public Assembly,Gas,1945.0,,1.0,,,,,,,E
736,26,Gunnar,52.0,Entertainment/public assembly,Community Center,4598.0,49492.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Public Assembly,Gas,1976.0,,2.0,,,,,,,E
737,17,Gunnar,52.0,Entertainment/public assembly,Community Center,815.0,8773.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Public Assembly,Gas,1966.0,,1.0,0.0,,,,,,A
738,52,Gunnar,52.0,Entertainment/public assembly,Community Center,1119.0,12045.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Public Assembly,Gas,1976.0,,1.0,,,,,,,E
739,2,Gunnar,52.0,Entertainment/public assembly,Community Center,811.0,8730.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Public Assembly,Gas,1976.0,,1.0,,,,,,,E
740,69,Gunnar,52.0,Entertainment/public assembly,Community Center,990.0,10656.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,,Government,Public Assembly,Gas,1976.0,,2.0,36.0,,,,,,C
741,14,Gunnar,52.0,Entertainment/public assembly,Community Center,2887.0,31075.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Public Assembly,Gas,1976.0,,2.0,,,,,,,B
742,71,Gunnar,52.0,Entertainment/public assembly,Community Center,1460.0,15715.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Public Assembly,Gas,1966.0,,2.0,,,,,,,C
743,45,Gunnar,52.0,Entertainment/public assembly,Community Center,642.0,6910.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Public Assembly,Gas,1945.0,,1.0,,,,,,,
744,11,Gunnar,52.0,Entertainment/public assembly,Community Center,4392.0,47275.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Public Assembly,Gas,1976.0,,2.0,,,,,,,D
745,66,Gunnar,52.0,Entertainment/public assembly,Community Center,882.0,9494.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,,Government,Public Assembly,Gas,1945.0,,2.0,,,,,,,C
746,63,Gunnar,52.0,Entertainment/public assembly,Community Center,443.0,4768.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,,Government,Public Assembly,Gas,1976.0,,1.0,,,,,,,
747,294,Gunnar,52.0,Healthcare,Creamatorium,1716.0,18471.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,"City, County, State",Gas,1966.0,,1.0,0.0,,,,,,G
748,307,Gunnar,52.0,Lodging/residential,Dormitory,705.0,7589.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Social Services,Gas,1976.0,,3.0,34.0,,,,,,D
749,301,Gunnar,52.0,Manufacturing/industrial,Greenhouse,588.0,6329.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,"City, County, State",Gas,1919.0,,2.0,10.0,,,,,,
750,305,Gunnar,52.0,Manufacturing/industrial,Greenhouse,965.0,10387.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Public Assembly,Gas,1976.0,,1.0,,,,,,,C
751,43,Gunnar,52.0,Entertainment/public assembly,Gymnasium,3373.0,36307.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Public Assembly,Gas,1976.0,,2.0,,,,,,,
752,5,Gunnar,52.0,Entertainment/public assembly,Gymnasium,13908.0,149704.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Public Assembly,Gas,1976.0,,8.0,,,,,,,D
753,311,Gunnar,52.0,Lodging/residential,Hotel,1587.0,17082.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Hospitality,Hotel,Gas,1919.0,,3.0,,,,,,,C
754,300,Gunnar,52.0,Manufacturing/industrial,Industrial,358.0,3853.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,,Government,Water & Wastewater Treatment Facility,Gas,1976.0,,1.0,15.0,,,,,,
755,298,Gunnar,52.0,Manufacturing/industrial,Industrial,8426.0,90697.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Water & Wastewater Treatment Facility,Gas,1976.0,,2.0,104.0,,,,,,D
756,376,Gunnar,52.0,Public services,Library,657.0,7072.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Library,Gas,1919.0,,2.0,,,,,,,
757,374,Gunnar,52.0,Public services,Library,5664.9,60977.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Library,Gas,1976.0,,6.0,600.0,,,,,,D
758,378,Gunnar,52.0,Public services,Library,4032.0,43400.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,,Government,Public Assembly,Gas,1976.0,,3.0,100.0,,,,,,
759,375,Gunnar,52.0,Public services,Library,915.0,9849.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,,Government,Library,Gas,1976.0,,2.0,4.0,,,,,,
760,370,Gunnar,52.0,Public services,Library,3889.0,41861.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Library,Gas,1919.0,,3.0,,,,,,,D
761,372,Gunnar,52.0,Public services,Library,1892.0,20365.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,,Government,Library,Gas,1976.0,,2.0,,,,,,,
762,293,Gunnar,52.0,Food sales and service,Market,3280.0,35306.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,,Government,Public Assembly,Gas,1919.0,,2.0,,,,,,,A
763,21,Gunnar,52.0,Entertainment/public assembly,Museum,5960.0,64153.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Public Assembly,Gas,,,5.0,15.0,,,,,,D
764,355,Gunnar,52.0,Office,Office,732.0,7879.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,,Government,"City, County, State",Gas,1919.0,,2.0,,,,,,,
765,342,Gunnar,52.0,Office,Office,432.0,4650.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,,Government,"City, County, State",Gas,1976.0,,2.0,33.0,,,,,,
766,349,Gunnar,52.0,Office,Office,14165.0,152471.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,"City, County, State",Gas,1919.0,,3.0,293.0,,,,,,E
767,348,Gunnar,52.0,Office,Office,25087.0,270034.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,"City, County, State",Gas,1976.0,,5.0,1122.0,,,,,,F
768,334,Gunnar,52.0,Office,Office,1542.0,16598.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,"City, County, State",Oil,1976.0,,2.0,0.0,,,,,,C
769,337,Gunnar,52.0,Office,Office,1200.0,12917.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,,Government,"City, County, State",Gas,1919.0,,2.0,,,,,,,
770,330,Gunnar,52.0,Office,Office,972.0,10463.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,,Government,"City, County, State",Gas,1976.0,,2.0,,,,,,,
771,341,Gunnar,52.0,Office,Office,1134.0,12206.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,,Government,"City, County, State",Gas,1976.0,,2.0,,,,,,,
772,329,Gunnar,52.0,Office,Office,501.0,5393.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,,Government,"City, County, State",Gas,1919.0,,2.0,,,,,,,
773,321,Gunnar,52.0,Office,Office,3365.0,36221.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,"City, County, State",Gas,1976.0,,4.0,340.0,,,,,,E
774,313,Gunnar,52.0,Office,Office,633.0,6814.0,51.49783804108846,-3.186245571244898,Europe/London,,,,,,,,Yes,Government,"City, County, State",Gas,1976.0,,1.0,33.0,,,,,,D
775,332,Gunnar,52.0,Office,Office,4859.0,52302.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,"City, County, State",Gas,1966.0,,2.0,,,,,,,E
776,347,Gunnar,52.0,Office,Office,1063.0,11442.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,"City, County, State",Gas,1976.0,,1.0,,,,,,,D
777,336,Gunnar,52.0,Office,Office,1103.0,11873.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,,Government,"City, County, State",Gas,1966.0,,1.0,12.0,,,,,,G
778,344,Gunnar,52.0,Office,Office,1805.0,19429.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,"City, County, State",Gas,1945.0,,2.0,133.0,,,,,,E
779,339,Gunnar,52.0,Office,Office,3962.0,42647.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,,Government,"City, County, State",Gas,1976.0,,1.0,40.0,,,,,,C
780,323,Gunnar,52.0,Office,Office,689.0,7416.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,"City, County, State",Gas,1976.0,,2.0,,,,,,,C
781,316,Gunnar,52.0,Office,Office,5336.0,57436.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,"City, County, State",Gas,1976.0,,3.0,556.0,,,,,,F
782,53,Gunnar,52.0,Entertainment/public assembly,Park,522.0,5619.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,,Government,Public Assembly,Gas,1976.0,,2.0,,,,,,,
783,260,Gunnar,52.0,Education,Primary/Secondary Classroom,1578.0,16985.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,1.0,236.0,,,,,,F
784,210,Gunnar,52.0,Education,Primary/Secondary Classroom,2844.0,30613.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,,Education,Primary/Secondary School,Gas,1976.0,,4.0,,,,,,,G
785,207,Gunnar,52.0,Education,Primary/Secondary Classroom,11247.0,121062.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,3.0,1395.0,,,,,,C
786,244,Gunnar,52.0,Education,Primary/Secondary Classroom,1769.0,19041.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,2.0,262.0,,,,,,C
787,86,Gunnar,52.0,Education,Primary/Secondary Classroom,2692.0,28976.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1919.0,,3.0,524.0,,,,,,D
788,74,Gunnar,52.0,Education,Primary/Secondary Classroom,736.0,7922.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1966.0,,1.0,101.0,,,,,,
789,204,Gunnar,52.0,Education,Primary/Secondary Classroom,1737.0,18697.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1919.0,,2.0,300.0,,,,,,E
790,143,Gunnar,52.0,Education,Primary/Secondary Classroom,1205.0,12970.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,1.0,40.0,,,,,,E
791,226,Gunnar,52.0,Education,Primary/Secondary Classroom,1295.0,13939.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,1.0,149.0,,,,,,D
792,268,Gunnar,52.0,Education,Primary/Secondary Classroom,8711.0,93764.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1945.0,,3.0,956.0,,,,,,C
793,242,Gunnar,52.0,Education,Primary/Secondary Classroom,1014.0,10915.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,1.0,197.0,,,,,,D
794,264,Gunnar,52.0,Education,Primary/Secondary Classroom,1065.0,11464.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,1.0,235.0,,,,,,D
795,107,Gunnar,52.0,Education,Primary/Secondary Classroom,11954.9,128682.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1966.0,,4.0,1500.0,,,,,,C
796,174,Gunnar,52.0,Education,Primary/Secondary Classroom,2253.0,24251.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1966.0,,2.0,322.0,,,,,,C
797,235,Gunnar,52.0,Education,Primary/Secondary Classroom,3211.0,34563.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1966.0,,1.0,317.0,,,,,,D
798,203,Gunnar,52.0,Education,Primary/Secondary Classroom,2152.0,23164.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,,Education,Primary/Secondary School,Gas,1976.0,,1.0,,,,,,,
799,250,Gunnar,52.0,Education,Primary/Secondary Classroom,1584.0,17050.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1966.0,,1.0,389.0,,,,,,D
800,151,Gunnar,52.0,Education,Primary/Secondary Classroom,2193.0,23605.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,1.0,392.0,,,,,,D
801,153,Gunnar,52.0,Education,Primary/Secondary Classroom,2572.0,27685.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1919.0,,2.0,414.0,,,,,,D
802,184,Gunnar,52.0,Education,Primary/Secondary Classroom,2418.0,26027.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1919.0,,3.0,241.0,,,,,,D
